agss_BmV18hpi_a	agss_BmV18hpi_b	agss_BmV4dpi_a	agss_BmV4dpi_b	agss_BmV8dpi_a	agss_BmV8dpi_b	polyAd_Bm1dpi_a	polyAd_Bm1dpi_b	polyAd_Bm2dpi_a	polyAd_Bm2dpi_b	polyAd_Bm3dpi_a	polyAd_Bm3dpi_b	polyAd_Bm4dpi_a	polyAd_Bm4dpi_b	polyAd_Bm8dpi_a	polyAd_Bm8dpi_b	polyAd_Bm20dpiM_a	polyAd_Bm20dpiM_b	agss_Bm24dpiF_a	polyAd_Bm24dpiF_a	polyAd_Bm24dpiF_b	polyAd_BmAM_a	polyAd_BmAM_b	agss_BmAF_b	agss_BmAF_c	polyAd_BmAF_a	polyAd_BmAF_b	polyAd_BmAF_c	polyAd_BmAF_d	polyAd_BmEm_a	polyAd_BmEm_b	polyAd_BmIMF_a	polyAd_BmIMF_b	polyAd_BmMMF_a	polyAd_BmMMF_b
gene626	3841.43	3162.96	949.68	1593.93	8724.88	10358.73	469.04	249.07	332.2	164.07	473.59	562.17	587.3	567	1049.87	759.86	198.7	156.11	47624.31	299.65	401	65.66	57.75	45668.15	36974.7	48.4	14.14	32.31	25.92	11.19	22.22	178.28	100	148.62	63.95
gene627	1341.16	1859.64	401.41	1387.68	9068.5	9810.77	932.27	605.29	466.57	241.76	579.22	684.18	812.54	709.84	1522.66	1118.25	292.26	116.86	40028.87	415.4	687.74	128.87	51.22	29295.21	30114.54	41.16	42.75	50.58	36.43	33.92	46.62	203.76	113.09	145.91	78.35
gene628	1238.83	1012.14	139.51	840.48	3089.07	3484.42	214.74	99.26	117.21	87.56	96.35	146.74	139.06	184.44	322.82	243.9	78.21	33.05	10335.91	94.27	175.76	14.83	15.2	5083.75	5611.5	18.4	2.66	21.73	2.67	8.23	10.6	46.21	43.6	31.21	16.34
gene629	109.01	1971.27	549.07	2048.17	6901.93	7821.49	439.94	406.19	251.14	168.82	304.97	412.76	428.95	419.64	771.9	608.86	204.9	139.02	49882.54	292.14	591.28	166.59	52.48	28286.2	28664.45	70.39	14.32	30.68	34.06	21.54	81.18	127.03	111.02	79.66	63.22
gene63	317.87	799.17	207.74	1430	4989.34	4943.87	332.01	187.97	230.87	113.22	192.58	251.6	284.13	259.77	630.64	424.27	226.17	160.35	55890.23	355.86	491.43	66.89	43.66	27527.97	23702.21	27.28	29.4	25.45	11.85	15.81	49.88	97.69	56.81	97.59	51.86
gene630	152	494.36	380.91	1517.21	7736.27	6934.63	535.69	566.29	481.37	271.46	538.21	579.97	552.02	640.83	1411.21	1101.57	252.97	224.95	50651.3	381.14	990.83	129.56	134.79	43915.87	25542.3	50.53	34.92	59.34	33.09	31.19	86.4	167.7	121.7	107.68	89.05
gene632	0	0	0	0	0	0	0.96	0	0	0	0	0	0	0	1.25	3.36	1.42	0.87	0	0	4.04	0.72	2	0	0	0	0	2.18	0	0	0	2	1.23	1	1.24
gene633	599.42	632.17	368.88	946.04	3553.02	4615.51	164.22	174.86	106.05	114.89	176.81	218.4	246.9	192.14	443.59	364.14	281.21	137.88	41683.81	333.94	655.51	97.13	39.94	25809.58	33113.3	36.82	27.05	43.34	19.44	14.18	57.54	93.88	70.97	64.34	35.14
gene634	1.83	2.83	0.71	117.38	250.21	612.45	51.51	40.86	38.39	12.37	21.38	27.28	18.63	14.51	52.49	45.79	10.42	7.69	1920.64	6.92	18.44	0.67	0	790.76	790.75	0	0	0	0.96	0	0	12.61	4	3.45	3.08
gene635	5.64	32.23	112.61	521.63	1822.75	1870.81	91.75	91.7	63.92	35.97	60.14	98.97	117.08	80.53	189.97	145.19	59.27	30.17	7418.06	68.98	135.19	5.7	9.19	3953.44	4539.27	5.94	6.05	8.07	3.64	10.1	12.15	44.19	9.77	27.44	6.2
gene636	10.07	654.52	38.04	416.42	1356.81	1063.54	79.06	72.98	47.89	50.91	53.81	81.24	96.62	79.69	217.89	116.32	72.58	58.63	15084.15	130.4	145.22	16.81	6.71	6127.84	5329.68	13.13	1.95	6.06	2.98	5.96	17.15	16.25	12.17	38.5	12.33
gene637	8.95	194.95	148.25	120	1452.36	1603.35	109.02	49.24	55.46	16	46.15	63.64	68.39	62.29	143.04	86.8	60.03	44.22	10567.32	87.47	75.84	10	4.04	6654.4	5365.91	2.02	2	7.12	2.02	7.85	3.32	57.44	21.68	63.64	19.9
gene638	189.24	44.4	25.62	217.88	553.5	914.34	52.07	46.26	30.66	11.64	21.55	32.13	41.74	26.21	59.59	53.94	30.04	32.27	8862.88	55.36	67.74	8.08	6.05	3973.42	4396.72	0	0	0.72	0	0	8.56	22.64	12.24	17.9	11.97
gene639	6.86	51.69	2	87.31	489.69	264.81	141.84	82.66	106.79	20.29	71.43	83.22	52.43	64.9	206.55	151.31	50.33	35.58	3090.84	54.97	64.66	7.8	3.64	2232.92	1966.29	4.04	0	0	2.02	8.36	8.53	13.5	6.85	15.23	15.05
gene64	14.64	450.51	97.24	4	968.52	1476.36	115.35	71.17	70.15	44.67	45.36	59.78	50.06	61.52	192.57	100.66	14.58	24.76	5587.36	43.9	42.59	18.82	2.02	3554.28	3282.13	6.35	0.19	8.56	8.08	0	2.02	43.39	18.07	17.55	21.5
gene640	0	0	0	0	0	13.54	13.2	8.38	5.11	5.14	17.4	16.16	7.25	12.96	39.12	21.73	9.79	2.86	267.23	7.33	25.25	0.1	0	116.38	204.8	5.85	0	0	0.81	1.46	1.26	9.57	3.08	15.2	3.98
gene641	0	0	0	6.32	6.68	108.93	7.57	0.8	3.61	0.56	5.62	10.8	5.33	14.18	24.44	14.21	16.37	5.14	559.13	5.78	6.1	7.96	0	744.19	464.27	0	0	0.41	0	0	0	3.34	0	2.39	2.06
gene643	1104	2070.67	713.86	1962.58	7786.11	12361.85	490.49	356.42	303.75	197.89	447.44	674.56	513.83	547.98	1041.48	771.22	326.6	309.16	84958.14	587.63	635.83	138.7	99.52	62421.02	39947.72	54.66	26.11	58.22	36.19	35.92	64.5	190.89	97.97	186.92	61.92
gene644	0	0	0	0	0	0	1.11	3.53	2.69	0	1.45	0	0	0	4.68	0	4.04	0.83	53.13	1.69	2.32	0	0	37.96	44.52	0	0	0	0.27	0	0	0	2.43	0	2.18
gene645	0	0	0	0	16.46	0	0	1.14	0	0	0.87	4.04	2	1.39	0	0	0	2.18	92.4	0.38	0	0	0	33.46	142.4	0	0	0	0	0	0	0.32	1	0	0
gene646	0	0	0	0	37.8	1.21	1.17	0.72	1.32	0.05	1.86	3.45	4.3	6.01	6.62	12.59	7.16	7.5	426.17	7.33	5.25	0	2.98	591.17	752.56	0	0	0	0	0	0	5.81	0.83	0	0.75
gene648	13.15	1260.95	114.6	776	1200.96	2809.6	277.7	240.64	175.65	86.78	213.92	283.58	265.69	201.51	509.49	432.14	209.97	139.8	16614.34	313.79	175.37	91.37	46.26	11026.9	6190.1	15.58	17.86	14.14	14.47	10.1	32.13	107.85	52.05	100.7	40.96
gene65	0	0	0	0	0	0	10.1	6.5	7.74	3.09	16.52	3.91	10.44	4.91	27.26	13.47	5.21	20.42	0	12.57	9.5	2.89	3.23	0	0	0	0.77	0.14	0.61	0.51	0	2.6	2.6	0	1.12
gene650	2	221.57	34	193.07	633.58	1026.01	80.75	38.69	52.96	10.88	48.93	85.02	64.81	66.14	156.96	104.36	37.51	16.57	8865.57	53.63	82.64	17.47	4.04	4412.06	4280.4	2.02	4.04	7.33	6.04	2.02	11.66	26.02	7.98	14.62	5.29
gene651	1744.9	1652.05	598.7	2297.91	8754.43	13373.4	358.22	182.11	217.34	207.34	545.58	559.96	740.94	681.91	1413.81	1032.55	391.19	252.6	55431.68	367.15	544.97	162.96	86.36	47268.26	35901.36	56.29	46.24	56.32	42	25.49	54.12	89.61	78.25	105.48	50.8
gene652	3560.39	3314.96	1218.18	3424.07	14141.28	16378.73	306.72	132.9	177.5	158.5	529.23	524.47	819.14	631.7	1505.49	1120.95	294.2	271.31	72799.26	328.43	395.03	105.11	44.93	49508.01	41096.41	25.04	19.91	48.99	28.99	33.5	45.05	100.56	82.25	59.06	50.5
gene653	59.81	32.88	32.04	61.68	205.05	292.85	102.08	93.54	75.54	51.85	119.53	111.58	152.79	133.04	357.51	256.03	155.46	112.79	1268.58	179.39	192.51	27.92	25.22	849.05	506.36	7.96	11.17	34.43	12.24	32.19	31.09	95.94	65.75	54.94	16.93
gene655	0	0	0	0	0	0	5.94	0.76	0.02	0	0.01	4.96	5.54	0.79	8.19	5.19	0	3.39	0	3.62	3.83	0	0	0	0	3.84	0	1.94	0	0	0.13	1.79	1.64	1.69	0
gene656	0	0	0	0	0	0	0.59	9.54	1.58	0	2.19	0.82	1.06	0.83	3.9	1.66	0	2.51	540.89	5.38	14.64	0	0	356.79	354.9	0	0	0	0	0	0	2.32	0.63	2.28	0
gene657	0.36	0	0	0	0	8.74	8	0	0	0	1.85	2.02	0	0	6.83	4.85	8.03	6.54	66.76	14.04	5.37	0	0	46.31	24.74	2.02	0	6.06	0	0	0	0	2	2.1	0
gene658	0.42	0	0	0	0	10.01	0	0	0	0	3.72	1.62	2	2.02	6.85	5.45	2.2	3.22	433.52	1.02	1.8	3.92	0	244.22	252.31	0	1.31	0.11	0	0	0	1.32	0	7.74	0
gene659	0	0	0	0	0	0	2.16	0.96	1.73	0.27	0.02	0	10.12	4.64	9.35	4.34	2.46	4.31	623.46	3.74	7.38	0.02	0	304.64	383.78	0	2.02	0	1.5	0	0	1.98	0	2	0
gene66	0	0	0	0	0	0	45.21	30.15	30.02	11.26	36.59	51.86	29.15	50.15	109.98	89.63	78.22	53.74	0	67.89	82.2	22.22	5.81	0	0	7.12	2.75	5.94	8.34	1.87	13.77	26.53	22.58	22.4	9.02
gene661	1071.92	1627.08	1165.11	1643.7	11031.95	13665.34	694.44	636.55	403.25	288.01	838.61	906.98	961.69	853.11	1845.23	1430.91	807.98	566.79	157439.17	1088.95	1262.03	187.57	102.34	93942.72	75365.93	78.38	88.03	95.33	34.33	67	134.19	226.06	195.26	204.8	136.99
gene662	0	0	0	0	0	0	0	0	0	1.01	0.74	0	0	0	3.09	0.53	0	0	0	0	0	0	0	60.79	0	0	0	0	0	0	0	0	0	0	0
gene663	5964.25	7111.11	2068.13	6594.19	20656.66	30915.38	2154.79	1116.67	1481.55	596.13	1830.22	1806.11	2578.55	2171.77	4628.99	3325.55	1031.59	905.22	230976.45	1095.15	1353.67	682.37	340.03	239648.97	149681.71	123.64	170.43	134.72	80.77	24.14	65.23	676.32	462.55	405.42	315.42
gene664	20	857.19	278.61	445.54	1083.85	2296.71	156.53	128.66	96.27	41.14	160.51	127.25	212.08	146.04	583.34	401.66	119.71	79.25	18831.25	157.97	272.14	19.46	8.03	7327.95	5794.69	12.2	2.02	5.21	5.38	3.87	10.1	61.19	26.83	52.33	19.04
gene665	6	169.84	118.17	292	754	1913.12	101.18	61.66	29.34	10	75.35	96.29	85.38	59.41	234.06	182.85	41.81	24.74	8661.23	43.87	72.09	28.78	8.07	5453.56	9365.89	8.08	2.02	18.13	4.74	6.06	10.09	43.5	15.62	35.73	24.41
gene666	443.89	876.92	78.97	464.15	2516.73	2681.28	128.4	75.61	82.5	58.26	112.61	167.41	198.78	170.51	277.4	229.64	156.09	143.29	64802.4	275.52	212.7	74.04	22.59	36641.25	26360.61	10.1	6.12	22.53	13.95	10.09	10.94	55.21	30.1	68.99	11.18
gene667	277.67	665.93	307.68	988.09	4355.66	4135.55	273.04	188.2	189.6	105.1	221.64	270.64	251.44	246.82	519.15	453.22	279.82	171.01	83030.67	341.78	304.5	53.2	31.74	43627.29	25893.46	28.09	11.97	13.68	6.06	9.84	38.78	122.4	32.45	91.4	30.8
gene668	13.12	1388.54	209.83	585.23	2343.17	2504.88	141.53	173.36	135.44	51.78	241.97	291.68	185.38	168.83	360.14	259.08	146.32	143.7	41679.18	244.95	298.82	42.23	15.83	26392.75	25532.09	14.03	8.96	46.03	17.52	14.33	17.25	70.03	26.24	33.91	20.74
gene669	797.59	309.5	114.39	143.18	1732.78	2662.23	197.06	148.57	154.56	124.86	241.09	226.35	115.65	152.76	295.8	230.06	81.93	110.79	21621.05	142.4	154.73	23.3	5.69	15874.95	10125.7	8.98	7.16	25.8	5.75	4.95	6.59	46.29	13.84	32.33	6.3
gene671	279.48	245.84	76	128.82	1188.19	1401.54	115.24	66.06	55.2	41.5	100.82	75.98	89.26	92.94	213.35	153.06	43.67	43.96	7827.52	54.44	139.02	9	2.02	5926.72	4656.31	2.8	4.04	0	0	8	8.08	17.51	13.99	8	9.71
gene672	261.4	337.09	95.28	509.36	851.3	1448.97	124.25	101.83	88.78	32.12	77.49	89.58	75.35	100.72	180.82	189.91	20.43	22.83	5489.81	36.56	63.86	6.09	4.11	2592.44	3532.15	4.96	0.01	5.75	7.59	1.14	6.11	37.59	23.99	21.89	19.26
gene673	3564.72	4630.53	736.37	3550.98	10085.96	16314.37	479.74	332.69	351.67	200.46	664.05	691.05	860.76	682.78	1600.92	1142.41	318.87	250.31	99321.02	530.91	675.79	131.76	92.94	74900.94	59976.74	41.46	30.05	52.38	46.23	22.62	40.39	234.81	162.11	214.29	93.38
gene674	3488.54	3603.64	1225.32	4786.67	15207.15	20959.06	576.02	389.17	356.35	240.9	774.14	816.98	1026.81	824.49	1837.65	1498.93	614.11	595.14	214549.78	889.58	963.36	135.29	122.24	140011.33	111868.79	63.53	50.01	89.95	69.36	53.81	109.03	324.18	244.12	256.39	117.81
gene676	0	0	0	0	0	0	440.15	137.25	134.4	56.05	267.07	313.41	126.65	222.39	612.06	477.59	219.75	142.17	0	245.1	501.48	44.26	24.87	0	0	14.14	6.06	18.17	10.09	20.08	48.43	4	4	7.7	2.24
gene677	0	0	0	0	0	0	2	2.67	2.48	0	2.01	4.17	9.28	0	6.56	11.22	3.22	8.1	24.42	6.06	8.15	0.19	0.66	157.07	8.15	0	0	0	0	0	0	1.08	0	0.58	4.5
gene678	3793.14	4250.5	1390.86	4591.88	13951.15	15774.25	1140.42	760.12	642.57	468.28	961.7	1006.45	1067.76	1280.87	2377.49	1825.68	376.38	353.69	71594.75	616.67	1168.24	226.61	127.15	55330.82	48971.01	84.58	37.8	87.57	54.5	36.2	98.25	267.95	144.53	144.39	151.12
gene679	2141.53	7781.93	1063.64	3803.32	15916.82	21202.18	464.56	300.88	306.4	358.58	1032.21	1093.91	1266.83	1332.85	2527.29	2048.03	563.01	463.8	166631.05	973.78	1108.78	274.52	139.87	116152.17	86729.83	98.4	84.27	89.01	36.26	68.82	139.89	227.68	209.95	183.72	137.14
gene68	384	469.99	5.25	122.82	241.66	627.21	48.49	25.67	46.49	14.1	23.95	23.73	12.15	32.45	113.63	51.21	20.56	9.92	2436.34	15.54	40	10.07	2.02	623.09	1859.2	3.27	2.89	3.74	0	0	0	15.99	6.78	15.96	2
gene680	1282.36	2859.64	570.91	1455.07	8165.78	7640.05	499.5	373.88	298.64	231.65	420	418.61	606.48	463.79	1410.69	790.78	458.54	394.54	85452.11	676.46	570.67	169.95	95.51	63137.65	44456.54	52.06	35.32	56.57	27.69	25.76	72.71	215.08	97.37	183.79	73.37
gene681	498.99	29.83	122	391.25	1223.72	883.83	106.37	89.53	77.98	31.97	92.07	98.11	97.74	86.51	261.61	159.82	50.27	21.33	8319.58	68.98	122.32	17.25	15.67	5605.53	5899.48	0	0	2.02	5.18	6.44	5.61	53.81	24.68	32.6	19.84
gene682	98.87	51.02	202.95	270.91	1824.4	1975.74	115	65.54	74.71	53.23	95.13	128.95	81.99	114.97	269.38	170.53	62.71	18.83	7226.94	86.62	167.67	43.4	11.79	9585.67	4919.27	22.08	5.74	12.11	4.04	4.04	20.19	45.18	21.24	21.58	23.82
gene683	613.63	257.57	101.68	711.38	2033.97	3482.28	81.87	104.73	39.45	44.36	101.62	82.92	179.6	101.16	244.88	177.04	117.2	87.79	28569.87	149.06	220.87	66.6	19.03	14238.98	11058.58	20.01	9.15	12.78	22.19	5.04	34.73	26.73	24.72	25.94	11.03
gene685	7.03	214.13	36	347.03	365.6	1096.49	43.95	20.76	25.08	7.35	19.93	20.11	17.91	26.34	69.36	46.47	41.6	12.05	4542.6	50.53	48.56	10.79	2.02	3012.23	2036.64	6.33	0.38	0.53	2.02	3.21	10.32	19.16	12	10.4	10
gene686	22.02	1229.64	131.68	607.35	4240.7	3617.09	101.56	67.37	50.22	32	68.61	83.27	129.11	61.44	247.14	207.65	84.34	47.94	22685.69	97.35	123.1	12.12	12.12	11087.62	10965.42	6.06	7.96	10.1	12.04	4.03	12.1	57.83	38.65	62.73	22.81
gene687	13.75	364.19	14	0	1148	1224.18	73.16	77.61	22.59	26.85	48.87	65.87	41.92	77.24	154.52	107.89	71.03	71.64	13982.17	115.97	180.05	22.57	14.36	6253.03	4088.22	10.09	2.02	12.11	0	9.89	18.18	49.33	10.81	25.55	10.74
gene69	234.18	55.02	145.13	476.05	952.66	1635.7	83.8	77.78	51.27	33.78	62.22	48.71	60.53	57.33	149.56	102.03	77.66	36.25	14040.26	64.82	157.86	12.81	11.43	9183.97	7884.89	11.06	6	5.76	6.05	20.07	23.34	25.97	21.35	26.17	8.57
gene694	894	2313.62	524	1525.56	3489.27	3753.2	96.76	123.04	71.96	23.44	171.32	201.83	152.27	175.05	417.2	312.72	237.26	147.38	44626.6	339.69	384.51	72.68	32.17	23097.21	18092.94	11.44	10.96	22.21	14.07	34.2	18.18	116.54	54.11	148.06	31.63
gene695	603.94	36	155.71	987.01	1454.75	2136.26	72.36	120.62	29.71	35.71	57.32	93.8	117.7	92.98	154.14	172.88	131.08	87.48	27978.3	130.13	137.83	22.22	18.04	13160.36	10477.05	6.06	0	13.63	12.12	2.02	8.29	61.73	32	78.76	11.39
gene697	1139.97	4949.74	1213.02	3039.4	11430.71	12487.12	405.95	379.24	429.74	196.05	534.21	560.59	582.51	641	1319.62	950.21	181.86	156.68	70948.68	358.71	555.09	88.42	36.55	37892.13	34898.3	38.2	26.36	31.81	24.23	16.15	54.42	215.74	115.96	189.16	87.3
gene698	1606.46	1687	923.21	3203.94	10031	13558.86	315.88	210.63	168.92	192.77	437.77	570.34	540.96	562.66	1060.54	986.12	354.66	255.69	93646.83	567.96	756.33	122.59	57.87	54467.3	43765.83	42.7	26.31	41.21	20.17	31.45	75.6	169.61	127.45	149.48	78.17
gene699	2335.89	1748.92	418.69	1091.81	4232.25	4835.72	309.6	316.32	182.61	125.17	250.63	274.38	292.75	299.4	831.1	602.29	210.53	170.64	40552.99	356.91	568.47	142.73	118.93	24376.03	23292.09	38.29	33.93	35.36	26.87	17.99	35.69	114.58	76.3	112.05	69.11
gene7	576	101.21	13.72	380	832	766	16	7.68	8	6	12.18	11.55	6.14	47.72	356.27	364.78	75.83	41.97	10121.15	66.57	178.2	71.3	14.11	10533.26	5269.5	12.69	11	8	8.68	3.52	14.14	54.92	15.78	54.5	9.35
gene70	336.85	775.6	285.4	479.77	4441.36	4586.61	276.23	165.8	109.07	76.5	182.43	211.85	188.47	155.8	507.93	351.46	207.27	166.66	28451.26	263.03	385.85	52.61	14.83	20908.96	23645.4	14.49	18.12	26.19	14.14	22.08	33.14	126.71	51.2	61.36	29.43
gene700	2632.48	4711.95	1107.91	4056.52	14500.55	14490.12	246.14	176.3	188.58	146.86	430.98	474.47	653.23	559.71	1330.62	1021.37	409.48	310.83	152822.26	793.72	677.64	84.41	68	70500.43	67310.62	51.78	23.84	46.11	31.34	34.68	116.54	231.52	200.26	216.8	139.2
gene702	0	110.52	22.79	2.29	964.39	368.99	43.36	20.12	33.02	16.49	27.06	12.1	38.45	22.44	119.54	59.75	36.18	15.41	4085.24	24.11	35.99	8.08	6.74	1659.77	2361.67	0	0	6.04	2.02	0	0	12.29	7.17	9.83	6
gene703	4	224.64	101.89	253	442.64	949.69	34.41	3.43	26.14	3.44	27.6	25.34	18.32	10.02	50.61	48.67	2.02	6.06	1404.17	12.38	21.24	11.69	0.05	940.74	1022.05	0	2.02	6.05	0	0	0	4.2	2.13	2	2
gene704	425.67	407.5	55.42	3.9	921.47	614.97	95.47	54.82	65.69	15.63	79.2	93.39	83.12	92.49	162.6	146.93	66.19	44.25	8012.52	117.36	107.86	19.94	10.1	4441.3	3868.36	4.04	12.01	8.25	0	6.49	10.08	27.65	20	17.65	8.74
gene706	1052.84	1711.74	322.24	865.6	4757.94	8061.89	448.33	307.3	296.69	160	330.71	335.01	380.91	317.07	858.59	642.46	287.76	160.62	39731.48	353	420.31	88.76	33.98	25844.49	32376.37	32.32	8.08	28.81	21.29	19.87	49	187.93	86.74	189.41	77.43
gene708	1632.65	1193.13	733.5	1130.14	4408.83	6490.15	181.67	174.78	122.42	108.57	241.67	327.18	245.8	330.85	729.64	589.54	206.38	168.65	39602.27	346.11	441.32	82.74	53.37	23613.06	17960.56	17.48	14.14	31.25	24.2	21.08	35.19	56.82	50.52	69.26	35.06
gene709	4.59	558.59	33.18	117.18	645.58	410.39	37.72	37.64	23.13	16.98	30.82	41.11	11.82	41.85	155.98	57.35	49.33	25.6	5227.22	41.98	63.2	22.19	6.06	3579.89	3436.23	10.02	4.03	8.08	0	0.68	4.95	31.31	9.07	19.99	4
gene71	362.87	1342	87.21	650	1470.77	1802.85	193.23	158.55	77.09	67.15	116.77	142.18	159.82	159.53	484.85	355.16	88.05	48.42	13528.67	99.22	199.37	35.96	6	8278.23	6998.52	7.91	2.02	6.02	5.81	6.06	13.91	58.93	34	31.93	21.74
gene710	3.08	3.46	21.17	20.11	364.44	175.92	19.48	31.93	10.39	8.95	18.4	7.84	32.08	18.66	46	29.9	13.25	11.91	2142.13	15.57	23.13	2.69	1.59	2038.67	1227.46	0	1.59	2.02	2.04	1.17	1.61	9.28	2.12	12.44	0.16
gene711	2.25	83.88	31.64	37.62	502.66	656.71	32.31	24.63	9.36	18.24	34.75	49.74	33.14	40.62	90.32	58.75	18.5	11.34	1584.95	13.33	27.65	5.87	4.04	961.44	1292.79	7.69	0	2.46	3.77	0	0.07	12.83	4.18	8.95	5.18
gene712	521.32	990.58	183.13	558.72	2043.28	2020.01	71.3	73.15	36.86	28.13	104.84	109.71	110.84	111.82	260.71	164.38	36.32	31.53	9418.74	66.49	108.82	15.55	6.39	7067.42	6429.13	7.04	4.99	9.51	5.91	3.82	9.36	43.62	35.98	11.07	15.34
gene713	603.36	1478.01	656.72	1663.17	7154.81	8722.4	97.11	86.24	75.4	52.68	314.6	399.55	507.91	414.85	863.65	610.55	409.27	285.63	107328.35	497.07	568.84	148.93	67.2	71465.17	52149.17	34.08	49.08	109.02	60	52.96	79.42	92.37	134.88	78.55	69.81
gene714	2325.44	2011.87	754.19	2871.8	10425.85	12502.61	337.66	346.39	271.67	175.21	460.48	512.36	605.67	483.03	1216.98	960.98	729.32	437.68	130017.25	940.11	1154.19	481.29	279.65	129607.85	58811.79	94.7	56.06	69.95	64.67	34.63	53.45	188.15	147.43	231.65	60.86
gene715	6.21	11.85	102.62	332	690	1436.51	27.54	2	4	23.06	16.09	28.35	53.35	62.6	85.29	79.26	36.41	47.88	10878.52	40.81	84.24	28.21	10.1	6896.21	5006.98	4.04	4.04	6.06	2.41	8.08	11.15	22.79	4	19.48	10
gene718	0	0	34.97	86	269.72	0	24.67	11	5.5	7.17	12.04	17.49	22.19	13.94	20.7	19.24	21.76	24.37	4351.11	33.18	30.1	1.29	2.02	1243.74	1081.7	0	0	9.7	5.92	0	0	11.57	5.65	6.12	7.89
gene72	186.85	0	0	60	1.89	0	10.4	4	1.98	1.64	12.03	0	7.88	6.63	22.11	12.04	0	0	404.39	2.02	9.84	0	0	111.61	446.72	0	2.02	2.02	0	0	1.91	4	0	0	3.16
gene721	4	10.8	95.06	210	86.41	445.41	24.67	10.5	14.62	2.18	21.63	26.5	10.17	8.08	42.14	20.71	10.61	7.47	2574.89	21.68	32.68	6.06	0	1348.82	1822.72	0	0.06	2.86	2.02	0	0	11.86	2.03	4.88	0
gene723	2537.01	3518.93	871.11	3109.58	7720.3	11757.19	423.8	466.89	283.48	166.99	440.29	469.24	485.87	517.8	1241.35	909.44	597.65	363.89	132032.4	887.21	1160.76	342.48	140.71	83139.97	55662.63	120.54	75.72	73.95	82.9	76.36	154.33	476.27	200.47	405.3	156.73
gene724	826.15	1564.34	383.94	818.13	4880.73	5217.68	250.87	186.14	107.58	106.91	307.52	351.49	459.17	473.53	791.53	665.23	196.27	134.83	49376.25	383.55	574.47	57.45	10.22	21483.11	17765.48	17.19	23.36	30.13	14.13	28.6	42.23	107.44	89.64	83.46	56.09
gene725	1530.83	1778.22	311.63	845.89	5242.14	5956.73	271.74	203.62	207.57	131.92	296.11	318.31	506.94	361.26	855.03	627.99	145.41	69.3	44156.45	221.71	368.01	37.2	30.35	28169.64	17094.36	18.27	10.66	22.02	6.06	18.08	22.71	137.37	89.3	65	56.76
gene726	598.61	1130.9	437.14	1753.28	4675.19	6003.81	514.9	274.05	292.51	165.49	273.98	418.38	372.19	321.57	1041.86	670.11	346.76	243.61	53382.53	434.25	578.04	148.28	72.47	38534.23	29187.44	45.73	31.76	51.44	10.1	32.24	72.2	139.92	84.1	100.32	43.48
gene728	0	5.18	0	0	220.39	285.44	37.91	25.9	34.81	12.55	12.28	14.76	24.18	22.76	70.45	45.08	14.69	7.68	3255.4	17.2	39.01	2.02	0.96	1474.44	2005.85	1.86	0	2.69	12.12	4.04	1.53	19.09	2.46	13.92	6.49
gene729	350	497.32	56	230	171.87	725.81	40.19	27.71	52.44	18	31.42	43.35	27.67	38.18	69.75	66.4	17.12	15.86	3952.9	36.19	44.33	0	5.86	2701.78	1892.42	3.48	10.07	10.1	4.04	0	6.06	10.91	6	13.61	3.23
gene73	411.62	4.79	31.17	93.62	804.03	907.23	65.35	39.05	26.68	8.22	41.07	42.87	45.53	62.65	144.34	63.58	16.33	7.6	4559.52	14.92	82.39	0	5.36	2100.43	4073.36	0.28	1.06	4.61	3.9	1.21	5.17	24.06	9.27	20.46	14.88
gene730	70	4	0	0	146	80	3.5	5.94	2	1.16	8.07	7.75	4	7.93	66.97	65.22	56.17	28.24	7288.73	50.26	57.1	1.73	5.28	4222.83	1381.7	3.99	2.02	9	1.79	6.36	4.23	25.1	4.61	25.61	1.95
gene731	6.98	111.19	140.76	196.75	1333.8	952.05	73.95	41	37.47	10.95	67.31	58.01	86.22	64.57	157.43	127.24	28.92	34.02	5770.46	45.48	75.01	4.44	11.76	4662.62	4005.32	6.06	0.19	2.88	0	4.04	6.06	27.33	8.39	24.47	9.26
gene732	916.51	698.25	251.72	759.38	4246.01	4555.25	528.48	282.69	329.76	104.86	394.95	402.32	265.97	398.84	946.83	660.49	286.97	176.35	17566.95	336.25	563.78	63.95	67.89	14615.09	9549.45	26.18	15.46	38.01	36.3	30.3	48.01	91.16	34.91	66.4	35.21
gene733	8	1124	94.11	466	1559.5	2162.01	101.21	68.05	53.23	44.95	90.55	51.79	126.42	95.08	254.09	165.16	104.21	74.9	15429.64	80.23	120.89	36.36	7.58	11002.17	8384.36	14.14	0	4.04	2.02	16.12	18.32	43.13	16.49	46.19	6.44
gene735	871.12	2145.27	529.3	1602.34	6118.68	8225.18	422.43	261.05	209.83	138.66	468.25	399.91	495.74	534.92	1049.5	683.46	216.28	107.49	30137.09	222.03	404.01	79.52	69.56	29886.34	16932.95	10.1	28.14	23.8	9.56	7.58	21.12	82.37	37.59	24.7	26.66
gene736	4.95	15.05	125.94	491.46	454.62	1348.03	91.31	54.57	52.9	21.39	66.02	89.71	100.74	87.35	189.41	135.71	87.11	91.52	27308.6	166.65	200.1	15.27	6.72	15464.36	10430.96	12.81	5.34	8.95	23.97	15.58	26.13	64.93	40.6	51.9	26.82
