agss_BmV18hpi_a	agss_BmV18hpi_b	agss_BmV4dpi_a	agss_BmV4dpi_b	polyAs_BmV4dpi_a	polyAs_BmV4dpi_b	agss_BmV8dpi_a	agss_BmV8dpi_b	polyAs_BmV8dpi_a	polyAs_BmV8dpi_b	polyAs_BmViL3_a	polyAs_BmViL3_b	polyAs_Bm1dpi_a	polyAs_Bm1dpi_b	polyAs_Bm2dpi_a	polyAs_Bm2dpi_b	polyAs_Bm3dpi_a	polyAs_Bm3dpi_b	polyAs_Bm4dpi_a	polyAs_Bm4dpi_b	polyAs_Bm8dpi_a	polyAs_Bm8dpi_b	polyAs_Bm20dpiM_a	polyAs_Bm20dpiM_b	polyAs_Bm24dpiF_a	polyAs_Bm24dpiF_b	polyAs_BmAM_a	polyAs_BmAM_b	polyAs_BmAF_a	polyAs_BmAF_b	polyAs_BmAF_c	polyAs_BmAF_d	polyAs_BmEm_a	polyAs_BmEm_b	polyAs_BmIMF_a	polyAs_BmIMF_b	polyAs_BmMMF_a	polyAs_BmMMF_b
Gene:WBGene00230403	0	0	0	0	0	3	1	1	0	0	0	0	1	0	0	0	7	1	0	0	0	0	0	0	0	0	565	510	14	14	6	14	11	9	0	0	0	0
Gene:WBGene00230404	6	49	348	314	14	17	2968	3909	417	335	2816	3135	421	460	253	524	1375	1542	980	1000	1435	1371	1433	1852	1850	1102	1337	1082	337	300	270	336	108	128	582	498	1184	304
Gene:WBGene00230406	22	82	3716	3102	133	200	11526	11914	1153	905	2502	3232	2859	2563	1493	4586	13548	14197	23170	20929	6036	5619	5820	5308	4127	4526	1452	1307	2729	3043	2954	2614	1614	1690	27	17	66	10
Gene:WBGene00230408	0	0	31	14	0	0	21	32	6	10	3	5	8	5	0	3	33	17	188	159	37	35	67	92	162	158	28796	24447	2688	3173	2924	3070	317	338	1	1	0	0
Gene:WBGene00230410	21	14	7310	6330	278	320	9879	7847	1126	639	5	16	1	1	0	0	15	3	22199	22798	7	581	58	5	2936	1750	0	4	0	2	1	0	0	0	0	0	0	0
Gene:WBGene00230411	0	0	29	2	1	0	14	16	4	0	0	3	5	5	3	0	5	3	19	26	12	14	47	79	115	107	6044	4878	250	359	324	326	26	36	0	0	0	0
Gene:WBGene00230412	3921	4873	7894	6962	284	411	12668	14586	1343	1141	6390	7176	537	559	329	1316	4035	4360	3902	3195	3269	3068	3511	3861	3648	3631	19589	18263	4637	5323	4243	5084	5532	5718	1231	1253	3108	867
Gene:WBGene00230414	1175	857	2385	1962	128	127	2810	3697	548	376	3162	3055	344	574	453	555	1719	2092	1575	1456	1786	1787	1515	1822	1654	1761	2395	2067	2494	2446	1989	2454	2192	2292	553	424	711	256
Gene:WBGene00230416	4220	4944	11741	9734	624	705	4095	4393	719	606	4055	3712	547	953	474	845	3207	3239	2373	2221	1777	1692	2453	2602	2114	2718	2301	1935	2916	3124	2703	3306	5259	4758	379	408	692	260
Gene:WBGene00230417	1389	1519	9749	8095	318	485	23899	29846	2791	2321	21294	20523	1391	2162	1192	1931	7017	7226	6351	5694	4867	4634	5753	6621	6175	6581	5260	4425	4839	5274	4157	4982	4657	4785	1204	698	1734	458
Gene:WBGene00230418	22	80	577	373	44	43	229	179	58	40	238	223	4	7	19	13	97	96	51	42	71	60	84	107	80	75	8165	7426	687	670	591	703	663	621	36	36	68	30
Gene:WBGene00230419	883	1687	4341	3521	110	226	8213	9677	675	697	4779	5812	437	641	338	707	2686	2597	2149	1791	1774	1648	2300	2280	2234	2549	3722	3238	2096	2341	1976	2122	2672	2567	593	722	1224	423
Gene:WBGene00230420	0	0	0	0	0	0	17	26	0	0	38	44	0	3	1	0	0	0	0	0	0	0	0	0	0	0	364	402	5	0	3	7	4	3	0	0	0	0
Gene:WBGene00230422	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
Gene:WBGene00230423	0	0	17	14	0	5	30	31	17	3	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	3675	3612	0	1	0	0	0	1	0	0	0	0
Gene:WBGene00230426	315	199	284	230	6	11	1939	2987	207	202	1307	1507	210	246	144	264	915	758	997	705	1059	824	801	848	700	684	9352	7591	1756	1835	1527	1665	749	967	156	124	248	63
Gene:WBGene00230427	2791	3244	6510	5919	302	388	10131	12852	1510	1414	8727	10733	581	648	461	1513	4136	5041	3829	3240	3238	2824	4898	5509	4315	4388	10152	8677	6482	6991	5744	7132	6972	7295	1287	1714	2700	1012
Gene:WBGene00230429	24	26	4039	2797	251	301	12499	13458	3370	2452	924	945	12	17	20	15	22	8	26	41	122	271	19	4	21	15	315	301	87	96	58	113	280	274	12	9	4	2
Gene:WBGene00230430	0	3	1	13	0	0	1294	983	340	274	39	51	5	1	3	1	0	0	0	0	1283	2266	1	0	3	2	909	795	85	103	91	128	232	221	5	1	4	0
Gene:WBGene00230431	9	15	123	136	10	20	5607	6169	970	794	1472	1482	28	42	46	39	76	89	93	62	190	436	48	24	12	39	3826	3331	55	52	50	56	111	94	0	0	2	0
Gene:WBGene00230433	0	0	2	4	1	8	414	518	272	217	20	6	0	0	1	0	0	0	5	1	18	26	0	0	1	0	1	0	3	4	2	3	5	18	2	0	0	0
Gene:WBGene00230434	3	9	25	23	0	2	3263	3862	1034	853	34	18	0	2	0	0	2	6	0	4	61	87	4	0	0	1	3	5	3	4	9	4	29	38	3	3	3	4
Gene:WBGene00230435	0	1	19	3	1	4	798	842	199	186	10	7	1	2	8	2	3	3	9	4	11	40	8	6	2	2	19	9	0	7	4	4	6	2	2	2	0	0
Gene:WBGene00230436	0	2	25	19	0	13	59	55	17	0	23	10	14	12	0	12	12	11	13	3	12	13	47	44	60	77	2623	2510	157	140	125	113	109	117	2	5	9	1
Gene:WBGene00230437	0	0	0	5	0	0	0	14	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	2	7	0	0	0	0	1	0	0	0	0	0
Gene:WBGene00230438	3994	4919	8330	8013	264	269	20855	26209	1349	1284	10936	11545	1093	2214	1032	2649	5089	5870	4493	3814	4498	3990	10515	10609	6823	7911	8578	6585	9071	9572	8360	9901	9501	8874	2095	2189	4519	1476
Gene:WBGene00230439	0	0	52	44	4	4	15	6	2	0	5	1	1	2	0	1	6	6	12	14	6	1	17	10	3	3	63	42	1390	1598	1045	1596	2017	2193	1	2	4	0
Gene:WBGene00230440	1133	746	3902	3225	147	165	4089	4815	553	451	2126	2258	227	361	219	301	1090	1229	835	746	2103	2251	2907	3247	2433	2229	3126	2709	3292	3213	3367	3336	3041	3284	715	502	852	304
Gene:WBGene00230443	295	270	2325	1812	86	87	984	1016	85	134	821	813	204	241	155	227	488	576	530	411	393	393	688	691	512	645	2857	2284	2198	2315	1787	2122	1856	1793	285	161	405	130
Gene:WBGene00230445	1	0	1	1	0	0	39	90	0	2	25	34	2	0	0	5	5	3	7	5	2	3	4	10	10	11	571	646	7	2	4	12	3	1	0	0	2	1
Gene:WBGene00230446	0	0	5	5	1	0	8	11	27	28	47	48	39	63	45	79	31	8	22	37	26	40	9	18	11	29	70	45	133	138	113	125	133	180	114	143	202	89
Gene:WBGene00230450	37	123	7539	5409	329	340	4627	4113	727	455	432	472	101	118	53	79	3236	1501	59185	59493	234	432	547	333	1911	2955	258	250	1245	1288	1078	1450	2198	2282	106	79	150	58
Gene:WBGene00230451	351	918	170	174	6	12	11571	17866	2735	3034	22282	17257	9	31	20	4	30	16	7	5	11	28	10	27	8	12	23	19	49	48	36	37	70	57	756	488	800	226
Gene:WBGene00230452	1	2	2	0	0	2	171	212	31	13	306	372	80	208	141	135	111	182	107	93	46	87	98	145	48	65	18	26	214	228	235	216	271	257	106	193	167	59
Gene:WBGene00230455	101	744	1393	1123	113	123	1355	1700	237	201	920	997	1806	2799	1651	2484	5316	6536	3613	3472	3517	3271	4333	5249	5241	6835	3826	3302	2146	2138	1712	1948	1461	1483	347	229	485	199
Gene:WBGene00230456	520	713	1094	1045	75	69	2278	2751	303	272	2012	1924	319	649	346	451	1062	1437	789	692	1437	1669	1651	2392	1832	1475	2718	2253	1666	1848	1437	1803	2462	2526	648	432	850	261
Gene:WBGene00230459	0	1	0	0	2	0	1	0	2	4	65	105	5	19	14	9	1	9	4	8	0	11	4	11	8	0	6	11	8	7	17	18	20	17	59	44	104	39
Gene:WBGene00230460	2	0	551	550	15	39	447	355	58	23	54	57	10	11	1	11	27	49	287	231	15	14	33	33	9	2	41	36	663	603	468	654	716	791	46	23	62	16
Gene:WBGene00230461	244	150	351	255	18	14	855	801	141	95	171	171	53	72	42	64	98	190	262	275	118	111	298	287	66	36	730	704	62	58	49	68	196	201	127	58	162	32
Gene:WBGene00230462	5964	4296	224	184	12	13	38	52	0	0	13	15	6	2	3	32	24	27	38	26	11	9	24	39	13	22	1695	1595	61	70	73	70	138	174	268	333	406	135
Gene:WBGene00230463	69	56	13	18	0	0	23	1	0	0	11	12	0	0	0	0	0	0	0	0	1	4	9	15	11	5	2159	1916	412	497	412	326	460	498	16	27	34	32
Gene:WBGene00230464	1	0	32	6	7	2	176	253	35	41	251	207	30	50	14	59	79	114	84	95	18	52	331	137	85	242	1912	1620	26	12	16	15	15	13	7	7	11	6
Gene:WBGene00230465	0	0	0	1	0	0	14	21	11	0	0	0	2	2	0	2	1	1	2	2	2	1	4	4	2	8	357	340	2	3	1	0	0	1	0	0	0	0
Gene:WBGene00230470	82	79	262	183	0	4	51	58	4	0	1	3	0	6	2	1	4	6	2	0	3	9	8	8	2	6	14	7	68	76	53	75	91	91	12	4	8	2
Gene:WBGene00230473	7084	10683	17803	13661	600	610	31485	35092	2766	2207	14997	16651	2189	2859	1685	4170	8846	9113	9175	7993	5339	4634	7017	7199	6757	7435	10854	9535	12239	12780	11665	12055	18318	17808	3980	4049	8295	2547
Gene:WBGene00230474	0	0	28	69	17	6	12	17	0	5	13	7	7	8	5	9	17	27	19	10	26	20	4	8	7	1	369	352	13612	13835	13726	12627	14424	15360	6	4	6	2
Gene:WBGene00230475	0	0	0	0	0	0	3	9	0	0	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	2	6	5	2173	2168	2385	2364	3081	3420	3	0	12	0
Gene:WBGene00230476	0	0	0	2	0	0	1	0	0	0	2	0	0	0	0	0	1	5	0	0	0	0	4	0	0	0	20	10	9295	9028	9145	7824	8678	9288	7	8	5	1
Gene:WBGene00230477	0	1	0	7	0	0	3	12	1	0	1	0	0	2	1	0	0	1	2	1	0	0	5	7	9	9	31	18	4900	4897	5019	4285	4100	4424	0	0	2	0
Gene:WBGene00230478	930	731	2319	1796	217	236	2156	2543	512	494	2526	2275	473	773	480	505	1630	1703	1755	1809	1051	1216	1511	1799	1877	2277	2084	1769	3143	2867	2696	2929	3082	3094	620	491	604	328
Gene:WBGene00230479	0	0	31	29	0	0	54	80	2	10	3	20	0	0	2	3	23	29	19	17	9	5	33	8	17	25	13	11	5	9	13	11	5	4	0	0	1	2
Gene:WBGene00230480	214	799	4064	3207	262	369	12378	15635	2435	2459	13116	11760	3029	3716	2124	4024	11053	13163	9146	8807	7237	7172	12222	13297	11148	11891	10508	9092	5434	4855	4267	5663	2400	2574	1163	796	1583	632
Gene:WBGene00230481	2358	3672	6997	6632	335	421	12102	14621	1414	1253	6752	6915	821	1192	609	1639	3789	4512	3989	3478	3557	3300	3825	4115	3367	3952	8471	7332	8039	8325	7030	7842	8689	8444	1378	1257	3434	801
Gene:WBGene00230482	0	0	55	49	0	6	70	50	13	20	65	59	18	40	15	23	34	36	33	32	47	19	107	91	26	33	14540	13595	33	22	21	29	30	35	10	12	18	5
Gene:WBGene00230483	0	1	112	71	5	7	156	136	30	19	100	106	37	66	33	56	89	94	105	29	73	60	109	108	102	104	403	333	51	34	56	28	57	48	33	30	24	13
Gene:WBGene00230484	824	764	2745	2211	171	233	3898	4556	928	829	5359	5405	418	794	415	636	2777	3001	2499	2501	1838	2027	2098	2511	2170	2622	2285	1946	1586	1622	1347	1664	1788	1894	388	328	460	248
Gene:WBGene00230485	1806	2103	8285	7087	980	1199	10685	13815	3913	3891	19377	16827	2553	3632	2354	2108	8289	7622	6340	5559	4716	5398	5713	6208	5060	6380	12548	10860	4998	5486	4298	5120	4845	5035	2183	2085	2461	1021
Gene:WBGene00230488	0	22	16	19	0	3	42	42	22	5	21	30	5	19	4	12	18	28	13	10	10	12	28	24	34	33	17796	18009	186	195	175	161	168	171	16	23	24	12
Gene:WBGene00230489	3119	3129	6597	4976	262	421	5697	6209	689	682	4158	4168	592	911	534	848	2344	2579	2058	1745	1877	1847	2706	3059	2577	2497	4745	4113	3982	4579	3483	4218	5511	5651	1012	843	1551	532
Gene:WBGene00230490	5397	6346	10208	9381	291	267	16734	20240	1078	954	5552	6459	764	954	653	1340	3095	3325	2898	2514	2547	2301	3352	3637	3068	3521	5419	4944	4732	5472	3868	5011	7153	7046	1757	1579	3666	927
Gene:WBGene00230493	0	0	8	0	0	0	38	29	4	0	0	0	3	1	0	2	6	5	3	0	3	14	0	2	2	0	4358	4017	0	0	1	2	1	2	0	1	1	0
Gene:WBGene00230495	0	0	4	5	0	4	1	17	3	0	3	3	5	10	5	8	15	13	18	9	5	3	4	2	5	2	15	6	10	12	9	15	21	20	2	5	11	7
Gene:WBGene00230497	1836	2426	6346	5181	110	148	13109	14971	689	531	6044	7165	342	454	255	753	2693	2601	2368	2049	1984	1895	3692	3979	3294	3078	7402	6814	4051	4672	3756	4066	5189	4946	544	630	1210	453
Gene:WBGene00230498	1488	1268	2785	2386	162	217	3131	3719	629	501	3844	3132	477	852	450	654	1513	1800	1414	1367	1351	1407	1250	1478	1212	1383	2659	2183	2475	2496	2223	2500	2739	2809	541	370	838	255
Gene:WBGene00230500	341	166	96	108	5	4	177	133	9	23	52	51	3	10	8	7	17	24	10	5	19	9	11	15	6	7	24	30	226	264	158	208	236	261	12	13	18	6
Gene:WBGene00230501	1639	2181	4104	3491	109	128	6406	7530	485	390	2608	2656	253	486	291	418	905	1104	931	781	1002	899	939	1070	943	1212	3157	2824	2095	2048	1791	2201	4512	4248	731	595	1346	378
Gene:WBGene00230502	795	596	829	775	86	109	2369	2928	702	517	2242	2604	814	1316	816	1176	1742	2108	1388	1269	1302	1140	1434	1545	1118	1201	1380	1096	2008	2055	1861	1944	2490	2632	801	607	1051	271
Gene:WBGene00230503	1	0	0	18	0	0	5	9	2	0	4	4	2	6	1	4	21	15	30	22	2	5	9	7	2	14	3136	2958	177	124	141	106	29	41	1	1	2	1
Gene:WBGene00230504	1883	1866	6190	5287	350	450	3505	4001	615	441	1030	1140	905	1089	682	1916	2583	2733	2309	1696	3118	2586	2973	3254	2810	3933	8044	7408	7830	8613	6884	7825	9435	9332	1323	1464	3159	771
Gene:WBGene00230505	1774	2212	2798	2427	133	157	5192	6229	549	548	4710	4908	417	654	406	666	2040	2279	2089	1745	1468	1386	2247	2412	2162	2362	2937	2448	2348	2705	1989	2514	4347	4435	867	824	1641	546
Gene:WBGene00230506	69	393	539	401	20	37	1270	1602	92	122	1435	1438	159	222	133	222	552	709	393	323	266	252	629	642	545	963	674	612	629	647	543	577	1045	923	207	149	219	95
Gene:WBGene00230507	36	159	1996	1827	172	170	2710	2858	493	473	5124	4342	1740	2920	1775	1618	4119	5642	2705	2402	8044	8777	5576	6569	5190	6848	2265	2052	646	679	542	614	437	517	678	325	910	235
Gene:WBGene00230508	36491	39699	51513	44344	2975	3238	8580	9019	1107	834	651	724	71	109	49	43	166	201	117	124	89	93	122	213	174	143	743	766	184	154	172	188	107	98	31	27	38	37
Gene:WBGene00230509	0	0	0	0	0	0	18	31	3	8	117	100	26	73	50	32	69	60	59	23	94	85	83	67	77	164	5967	5970	164	164	196	218	105	135	0	0	2	1
Gene:WBGene00230510	144	275	1325	1196	39	47	8679	11568	827	754	15712	14520	10381	11987	7039	9836	33851	42155	14832	10693	48098	54682	111996	134474	136201	157037	87166	78620	67452	64521	67860	70807	1496	927	56	38	94	31
Gene:WBGene00230511	79	57	2407	2233	66	114	12127	14367	1127	1134	4160	4290	392	548	384	640	2388	2612	1089	957	2092	2208	744	699	696	877	922	851	99	108	66	97	105	129	22	29	19	11
Gene:WBGene00230512	0	0	19	3	0	0	182	231	27	14	79	52	13	42	30	7	39	46	17	29	89	105	308	222	191	163	2370	2010	126	90	110	114	43	27	1	1	2	0
Gene:WBGene00230513	13	9	211	198	2	10	4843	7388	662	775	2	0	2	30	15	5	12	8	7	4	8882	17331	65	78	9	27	35	26	907	983	568	717	3935	5446	25	13	47	7
Gene:WBGene00230515	80	199	1643	1459	76	91	985	1206	178	149	632	725	74	96	62	100	397	356	279	256	527	528	565	616	500	700	2529	2064	2983	3276	2563	2835	3675	3711	55	73	99	54
Gene:WBGene00230519	0	0	1	0	0	0	1	0	1	0	0	0	3	7	3	2	0	2	0	0	0	1	0	0	0	0	0	0	1	0	1	1	5	5	9	13	17	12
Gene:WBGene00230520	64	19	38	26	0	0	283	342	31	11	152	177	300	119	68	499	2135	1978	1287	959	231	200	800	675	622	874	9743	9412	85	91	59	137	138	125	77	106	148	63
Gene:WBGene00230521	0	0	0	0	0	0	79	234	1	21	0	7	1	3	1	3	22	16	6	4	34	31	20	16	10	43	11	6	4	4	7	7	0	1	0	0	0	1
Gene:WBGene00230523	597	1125	2604	2343	118	179	5549	7018	790	606	4821	4741	375	506	337	604	2036	2165	1782	1426	1630	1387	2065	2322	1856	1928	3458	2909	2115	2145	1671	1954	3179	3257	507	596	949	386
Gene:WBGene00230524	0	0	0	0	0	0	0	0	0	0	0	0	2	6	5	2	3	1	0	2	4	1	1	0	0	0	1	3	0	4	4	0	1	7	0	1	1	0
Gene:WBGene00230525	259	250	1390	1111	52	83	861	987	87	92	416	416	69	75	31	71	412	565	360	324	181	180	502	613	290	255	228	172	293	321	218	231	454	426	55	41	92	34
Gene:WBGene00230526	263	440	277	282	12	19	5168	7836	811	1032	6960	5847	353	893	507	624	1019	1218	296	212	6405	6383	3268	4382	3086	3839	3222	2492	1435	1593	1357	1628	1190	1342	1521	919	2492	557
Gene:WBGene00230527	0	0	33	11	0	0	21	24	5	1	28	27	13	41	13	25	23	40	46	36	18	11	35	29	32	62	98	64	49	48	28	31	76	84	29	23	52	9
Gene:WBGene00230528	2868	3497	7937	6282	345	320	8326	8771	900	706	3700	4942	589	687	348	1402	3183	3427	3370	3087	1679	1690	3512	3644	2624	3128	12001	10363	9487	10406	8284	9436	12648	12392	1035	1551	3004	964
Gene:WBGene00230530	5	25	196	245	3	7	2192	2788	154	152	637	499	1343	1757	900	2102	6964	7628	13308	13512	4679	4563	5860	6148	5971	6768	2149	1898	2219	2077	1961	1832	1273	1196	23	22	49	8
Gene:WBGene00230531	1358	1072	2276	1929	154	142	3823	4892	716	629	3218	3524	348	814	394	493	990	1254	1070	882	2271	1987	1066	1533	876	1187	1058	992	840	647	695	808	2072	2081	725	505	931	310
Gene:WBGene00230532	1393	1409	4886	3871	235	166	4730	5124	553	462	3470	3802	833	1135	581	1224	2934	3678	3152	2919	2464	2453	2729	3235	3092	3692	2164	1790	2332	2206	1750	2306	2640	2717	681	463	988	299
Gene:WBGene00230533	422	384	1332	1014	227	211	3031	3728	1426	1026	3223	3800	397	671	362	645	1290	1378	1266	972	1003	925	921	917	724	869	689	554	462	518	405	563	462	555	648	546	1108	369
Gene:WBGene00230534	812	1034	3444	2913	124	194	9659	11717	1152	1000	5681	5614	424	747	396	529	1100	1503	1088	953	1271	1123	1484	1951	1353	1465	5074	4563	2132	2104	1902	2096	2165	2242	1487	719	2159	552
Gene:WBGene00230535	1255	1452	3521	3042	223	272	6048	7387	1033	880	5248	5319	284	429	238	573	1996	2290	1591	1367	1199	1249	1992	2129	1749	1751	6294	5569	4028	4210	3497	3978	4431	4357	576	697	997	412
Gene:WBGene00230536	275	611	4278	3264	221	248	1868	2072	288	301	1208	1122	292	501	311	494	708	935	702	639	1473	1157	1268	1514	1366	1783	2680	2152	5530	5891	5178	5445	5798	5621	460	295	753	160
Gene:WBGene00230537	1044	1043	2719	2479	211	179	1609	1948	368	250	2364	1954	438	649	399	384	1089	1310	882	842	1134	1346	1390	1633	1335	1612	3287	2779	2037	1965	1616	1972	1653	1563	426	476	469	269
Gene:WBGene00230538	485	494	833	820	28	30	3464	4401	326	249	2163	2111	181	263	150	247	434	593	379	268	381	345	542	641	384	297	567	623	1239	1357	1140	1155	1320	1255	857	542	1229	558
Gene:WBGene00230542	14	103	270	265	17	21	487	493	101	52	47	52	271	151	78	439	822	1036	1069	916	26	18	1140	1062	846	571	91	82	433	524	354	512	621	667	64	41	93	22
Gene:WBGene00230546	4065	4990	8654	6874	384	468	7609	8092	1035	740	4244	4993	689	1271	712	1358	2929	3804	2971	2581	2755	2333	2815	3108	2715	3063	7196	6300	5682	6011	4777	5602	7172	6763	1502	1226	3013	732
Gene:WBGene00230552	0	0	56	32	0	0	80	69	2	0	6	13	0	2	0	0	9	5	2	4	0	3	5	5	2	0	697	628	9	10	7	14	13	25	2	0	4	0
Gene:WBGene00230553	0	0	10	20	0	0	39	42	2	6	4	7	5	1	1	1	22	35	14	9	2	9	6	11	3	2	1607	1706	97	110	70	72	99	107	9	7	7	10
Gene:WBGene00230555	1	0	0	0	3	0	14	12	2	2	0	2	1	1	0	0	0	1	16	7	0	2	5	0	2	2	0	0	4	2	1	0	3	2	0	0	0	0
Gene:WBGene00230556	7212	11792	17533	16457	370	558	55000	69555	3523	3113	18889	20763	2290	3403	1956	4571	5706	6981	5989	5128	7616	6278	6315	6794	4821	5527	10500	8972	6271	6456	5241	6315	10369	10648	4814	5146	10498	3387
Gene:WBGene00230557	8	15	3997	3102	197	193	3393	2445	502	279	102	77	43	78	48	42	335	371	2828	3164	231	281	282	266	773	400	11	17	685	851	611	965	1849	1850	32	8	20	3
Gene:WBGene00230558	0	0	28	13	0	0	79	80	8	4	4	12	140	144	73	201	822	1091	269	179	1116	904	703	702	526	1105	12	7	45	58	39	66	116	109	1	7	5	7
Gene:WBGene00230559	1013	1617	3084	2396	141	161	3818	4710	493	392	2695	3147	754	1138	590	1430	1801	2103	1809	1715	1498	1205	1815	1957	1816	2109	2322	1974	2048	2111	1723	2062	2111	2121	858	658	1383	388
Gene:WBGene00230560	0	79	48	37	4	1	224	454	11	17	140	215	10	16	4	25	63	85	48	28	39	46	79	71	59	118	1539	1418	10760	11372	11889	10133	8102	8242	15	17	37	10
Gene:WBGene00230563	8433	10403	14978	13032	1740	1973	46301	67479	20112	20236	117550	124484	1795	1850	1514	5684	28199	30166	30084	26299	24959	23150	28917	26731	20383	25864	35553	28358	36794	40495	29695	38022	43786	45750	8940	18191	19773	8697
Gene:WBGene00230565	1	25	392	410	17	10	671	841	97	93	544	523	72	127	83	115	261	234	224	194	160	174	90	109	32	34	449	364	4302	4172	4146	3892	4697	5021	47	44	75	42
Gene:WBGene00230566	482	561	2046	1550	104	126	2395	2427	342	301	1905	2187	328	479	292	470	1261	1552	1353	1292	960	875	1232	1291	1277	1167	1233	1160	2446	2452	2221	2409	2834	2717	345	285	553	170
Gene:WBGene00230567	3873	5007	11069	8626	370	463	17345	21043	1833	1642	10480	10628	1011	1515	863	1941	5123	5874	4328	4166	3993	3642	4408	4632	3940	4409	4951	4236	7542	8251	6430	7886	11731	11321	1400	1137	3171	818
Gene:WBGene00230568	6238	6347	6413	5655	220	263	9174	10912	1121	778	5864	6145	1364	1884	995	1924	3977	4307	3361	2962	3365	2882	5293	5327	4186	3624	6163	5503	6642	7075	6000	6765	9882	9711	1432	1192	2269	745
Gene:WBGene00230569	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	4	0	0	0	0	0	0	0	0	0	0	0	1	2	1	2	3	3	0	1	0	0
Gene:WBGene00230571	500	773	6712	5981	387	445	5624	5871	949	712	1984	1886	1156	1222	796	1523	5057	5691	3991	3807	1024	1011	4268	3385	3157	2494	450	367	1446	1565	1319	1733	2646	2627	275	174	377	127
Gene:WBGene00230573	13209	12479	18376	15248	517	573	16848	18172	1197	902	7650	7962	878	1437	841	1664	3991	4890	3639	3445	3998	3454	3313	3953	4129	4573	4750	4036	3470	4026	3111	3629	5070	4847	1141	781	2315	632
Gene:WBGene00230574	0	6	4	3	0	0	47	57	10	7	35	55	15	27	12	19	19	38	4	1	336	417	145	159	80	233	3210	2822	57	48	50	47	8	25	28	54	40	40
Gene:WBGene00230576	49	63	527	512	18	22	13168	18322	1942	2032	12097	12458	4277	10846	6029	5162	6804	13389	1049	698	25035	24524	8024	11489	9198	12773	9691	7761	4059	3543	4045	4544	271	274	1669	994	2184	530
Gene:WBGene00230577	296	277	80	80	9	11	929	1226	179	150	844	977	53	115	78	111	288	403	108	90	544	623	694	1032	696	879	12533	10933	585	566	508	568	426	450	28	23	30	21
Gene:WBGene00230578	0	34	27	87	5	5	1377	1685	289	217	123	96	88	30	30	96	279	339	441	355	1017	872	734	834	627	622	572	478	134	121	128	161	132	144	14	9	21	7
Gene:WBGene00230581	0	0	0	0	0	0	0	0	0	0	12	5	12	17	8	16	4	3	2	1	2	5	0	6	4	2	3	6	1	2	7	2	3	7	14	10	14	8
Gene:WBGene00230582	42	86	430	423	36	47	13873	18162	4548	4261	36676	34328	987	991	588	892	3315	3639	2364	2051	1907	2112	2442	2948	1953	2345	3177	2810	465	433	395	530	100	86	588	269	597	161
Gene:WBGene00230583	1	3	52	58	1	2	1033	833	231	134	908	837	80	117	87	89	280	317	204	168	272	268	93	125	81	118	42	42	31	20	39	34	87	68	53	33	72	24
Gene:WBGene00230584	463	668	1383	1335	51	80	1298	1578	204	176	1447	1485	364	543	231	557	1055	1595	1908	1659	876	932	1291	1683	1242	1478	1044	874	897	760	785	831	957	920	294	144	354	157
Gene:WBGene00230585	2121	1920	2646	2415	126	173	3439	3925	485	341	2013	2063	705	1016	596	957	1848	2554	2241	2053	1215	1144	1954	2080	1498	2123	2528	2067	2126	2158	1730	2132	3087	3291	957	783	1295	473
Gene:WBGene00230586	0	0	1	1	0	0	10	0	0	0	12	1	1	0	0	0	6	0	1	0	0	0	0	0	0	1	8046	7545	45	54	41	41	30	50	5	1	5	1
Gene:WBGene00230587	58	158	694	615	46	43	191	285	48	18	41	50	36	38	23	37	74	74	39	47	120	132	167	213	192	255	1156	1030	3397	3405	3186	3310	3221	3138	17	9	20	8
Gene:WBGene00230588	5210	5314	9450	7933	471	660	6921	7773	1216	880	5413	5135	485	845	467	609	2966	3250	2714	2477	2851	2640	1910	2170	2031	2560	3603	3206	5059	5522	4776	4777	6045	6205	617	558	979	330
Gene:WBGene00230589	80	34	755	694	27	9	1787	1662	161	125	8	4	55	140	68	107	112	184	88	57	442	263	32	35	28	65	315	230	315	345	336	347	377	478	10	6	19	9
Gene:WBGene00230590	0	0	1	6	0	0	50	68	8	10	24	24	2	14	9	11	19	38	27	25	76	70	125	160	434	302	320	306	550	520	502	650	31	21	0	0	0	0
Gene:WBGene00230591	0	0	17	14	0	0	23	18	4	0	9	22	1	1	1	2	9	7	6	3	19	10	8	13	28	27	10283	10220	388	326	409	261	375	395	17	3	28	2
Gene:WBGene00230592	0	0	0	0	0	0	3	0	0	11	7	15	6	12	10	7	5	2	3	3	3	2	7	2	9	5	4394	4195	49	35	53	33	35	35	12	11	14	6
Gene:WBGene00230593	0	2	5	24	4	3	14	46	14	25	120	76	27	52	27	35	51	45	45	36	42	34	55	57	66	65	128	84	133	152	119	141	82	81	55	42	66	30
Gene:WBGene00230594	0	0	44	29	1	14	80	95	10	11	24	28	11	18	16	12	20	17	14	6	19	9	17	18	24	24	56	76	29	22	33	30	53	65	22	24	25	18
